OTU,X16S_K0010A2.S1.L001,X16S_K0011C1.S2.L001,X16S_K0011C2.S3.L001,X16S_K0033C1.S4.L001,X16S_K0033C2.S5.L001,X16S_K0145B1.S6.L001,X16S_K0147C2.S7.L001,X16S_K0148A1.S8.L001,X16S_K0154C1.S9.L001,X16S_K0154C2.S10.L001,X16S_K0191C1.S11.L001,X16S_K0192B2.S12.L001,X16S_K0192C1.S13.L001,X16S_K0195C1.S14.L001
forward_16S_201,0.3,0.0,0.0,0.0,1.7,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
forward_16S_202,0.0,0.2,0.2,1.5,0.0,0.0,1.9,0.0,0.6,0.0,0.0,0.0,0.0,0.0
forward_16S_203,0.0,0.0,0.0,0.4,0.0,0.0,2.5,0.2,0.0,4.1,0.6,0.0,0.7,0.0
forward_16S_204,0.0,0.0,0.0,0.1,0.0,0.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
forward_16S_205,0.0,0.0,0.0,0.0,3.8,0.0,0.6,0.0,0.0,0.0,0.0,1.4,0.7,0.0
forward_16S_206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.7,0.0,1.0,0.0,0.0,0.0,3.5
forward_16S_207,3.5,0.0,0.6,2.0,0.8,0.0,0.0,0.0,0.8,0.0,1.4,0.0,0.0,0.0
forward_16S_208,2.4,0.0,3.7,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.7,2.4,1.0,0.0
forward_16S_209,1.4,1.3,1.2,2.0,0.0,0.0,1.1,0.0,0.5,1.8,1.5,0.0,0.8,2.1
forward_16S_210,1.1,1.7,0.0,1.5,0.8,0.0,0.4,1.3,0.7,3.6,0.0,0.8,0.0,0.4
forward_16S_211,0.8,1.5,0.0,0.2,0.0,0.0,0.2,2.7,4.6,0.0,0.0,0.0,0.0,0.0
forward_16S_212,0.4,1.8,1.0,2.3,0.1,0.7,0.1,1.2,0.7,0.0,2.2,0.0,0.0,1.2
forward_16S_213,0.7,0.6,0.9,1.4,0.0,0.0,0.0,0.0,0.6,8.7,4.0,0.0,2.0,0.4
forward_16S_214,0.6,2.1,0.8,1.6,0.0,0.0,1.2,1.6,1.1,0.9,0.0,0.4,0.0,0.0
forward_16S_215,0.5,0.0,0.0,1.2,0.0,0.0,0.9,4.5,3.3,0.0,0.0,0.0,0.0,0.0
forward_16S_216,0.4,0.0,0.0,0.0,0.7,2.9,0.7,0.0,0.0,0.0,3.1,0.6,3.8,0.0
forward_16S_217,0.0,3.6,0.0,0.0,0.0,0.0,0.0,5.1,0.0,3.6,0.0,0.0,0.0,1.7
forward_16S_218,0.0,0.9,0.0,0.4,0.0,0.0,0.2,3.2,0.6,0.0,0.6,0.0,0.0,7.2
forward_16S_219,0.0,0.0,0.0,0.0,0.0,0.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
forward_16S_220,2.2,0.0,0.8,2.6,0.3,0.0,0.2,0.0,0.6,0.0,3.6,0.0,0.0,0.0
forward_16S_221,2.2,0.3,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,3.6,1.3,9.3,1.2
forward_16S_222,1.4,0.3,2.7,0.3,0.0,0.0,0.5,0.0,0.5,5.5,1.7,0.0,0.8,0.0
forward_16S_223,0.3,0.0,0.2,1.1,0.0,0.0,1.3,0.0,0.0,0.0,2.3,0.7,1.4,0.0
forward_16S_224,0.3,1.3,0.6,2.8,0.0,1.0,0.5,0.0,0.3,2.7,1.6,0.9,2.0,0.0
forward_16S_225,0.0,0.3,3.3,0.1,0.0,0.0,0.7,0.0,1.1,0.0,1.8,0.0,2.4,0.4
forward_16S_226,0.0,0.0,0.0,0.1,5.1,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0
forward_16S_227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3,0.0,1.6,0.0,0.0,0.0,0.7
forward_16S_228,2.6,0.0,0.0,0.0,0.3,0.4,0.6,0.0,0.0,0.0,6.7,0.0,5.7,0.0
forward_16S_229,1.0,0.0,0.0,0.5,0.0,0.0,2.1,0.0,0.0,0.0,2.3,0.0,0.0,0.0
forward_16S_230,0.9,0.5,0.6,1.6,0.0,0.0,1.6,0.0,0.0,0.9,0.9,0.7,0.0,1.5
forward_16S_231,0.3,0.3,0.5,1.9,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
forward_16S_232,0.3,1.6,0.3,0.0,0.0,0.0,0.0,3.4,6.4,0.0,0.0,0.0,0.0,1.3
forward_16S_233,0.0,2.7,0.3,1.8,0.0,0.0,0.6,1.5,1.1,0.0,0.0,0.0,0.6,2.0
forward_16S_234,1.4,0.0,0.0,2.3,0.0,0.0,0.4,0.7,2.4,2.3,1.4,0.9,0.0,0.5
forward_16S_235,0.2,0.0,1.5,0.9,3.5,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0
forward_16S_236,0.2,0.0,0.0,0.0,2.8,4.5,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0
forward_16S_237,0.2,3.2,0.1,0.7,0.0,0.0,1.6,0.0,0.0,0.7,0.9,0.0,0.8,0.0
forward_16S_238,0.0,0.4,0.6,0.6,0.0,0.0,1.4,0.0,0.8,0.0,1.9,1.6,2.1,0.5
forward_16S_239,0.0,0.0,0.0,0.0,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0
forward_16S_240,0.0,0.0,0.0,0.0,4.6,0.9,0.0,0.0,0.0,0.0,0.0,2.7,0.0,0.0
forward_16S_241,1.4,0.0,1.7,0.8,0.2,0.0,0.4,0.0,0.7,0.0,0.0,0.0,1.8,0.0
forward_16S_242,1.6,0.0,1.0,0.0,0.0,0.0,0.2,0.3,2.5,3.1,1.9,0.0,3.2,0.0
forward_16S_243,1.4,0.9,0.0,1.7,0.9,0.7,0.4,1.1,0.7,0.0,0.0,0.0,0.0,0.6
forward_16S_244,0.9,0.0,1.0,1.8,0.0,0.0,1.3,0.0,0.0,0.0,2.5,0.0,0.6,0.0
forward_16S_245,0.8,1.2,0.2,0.9,0.0,0.0,1.4,0.0,0.6,0.0,0.0,0.0,0.8,0.0
forward_16S_246,0.5,0.4,0.2,0.4,0.0,0.0,0.6,3.0,0.0,4.6,1.5,1.3,1.0,0.0
forward_16S_247,0.6,0.0,1.7,1.1,0.3,0.0,0.3,0.0,2.9,0.0,0.0,0.9,1.9,0.0
forward_16S_248,0.2,3.0,0.3,2.1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,3.2,0.0,0.7
forward_16S_249,0.1,0.4,0.5,2.6,0.0,0.0,1.1,0.0,0.7,0.6,1.7,0.0,0.0,0.0
forward_16S_250,0.0,3.2,1.1,1.1,0.2,0.0,0.4,0.0,0.6,1.6,0.5,0.7,1.4,0.8
forward_16S_251,0.0,0.7,0.3,0.0,0.0,0.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
forward_16S_252,0.0,0.0,0.0,0.0,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
forward_16S_253,0.0,0.0,0.0,0.0,0.0,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
forward_16S_254,3.0,0.0,0.0,0.0,2.3,0.0,0.0,0.0,0.0,0.0,1.4,0.0,0.0,0.0
forward_16S_255,0.9,1.6,1.0,1.0,0.0,0.0,1.6,0.2,1.0,0.7,0.0,0.0,0.6,0.0
forward_16S_256,0.6,0.0,4.0,0.6,0.1,0.0,0.0,0.0,1.5,1.5,1.4,0.0,2.4,0.0
forward_16S_257,0.3,0.0,0.0,0.0,0.0,0.0,2.0,1.3,0.0,0.0,0.0,0.0,2.2,0.0
forward_16S_258,0.2,0.0,0.6,0.8,1.4,0.0,0.0,0.0,6.0,0.0,0.9,0.0,0.0,0.0
forward_16S_259,0.3,0.0,0.0,0.0,0.0,0.0,0.0,6.2,0.0,0.0,0.0,0.0,0.0,0.0
forward_16S_260,0.5,0.0,0.0,0.0,0.5,0.0,3.2,0.0,0.5,0.0,0.0,0.0,0.7,0.0
forward_16S_261,0.0,0.0,0.5,0.0,0.7,5.1,0.0,0.0,0.0,0.0,0.0,0.7,0.6,0.0
forward_16S_262,0.0,0.0,0.0,0.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
forward_16S_263,0.0,0.0,0.0,0.0,1.9,3.4,0.0,0.3,0.0,0.9,0.0,0.0,0.0,3.3
forward_16S_264,0.0,0.0,0.0,0.0,0.0,0.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
forward_16S_265,2.3,0.3,0.2,2.3,0.1,0.5,0.4,0.0,0.0,0.0,2.4,0.0,0.0,0.4
forward_16S_266,1.7,0.0,0.4,0.6,1.7,0.0,0.0,0.0,0.0,1.9,0.0,1.7,0.5,0.0
forward_16S_267,1.6,0.0,0.6,0.5,0.1,2.5,0.0,0.3,0.0,0.0,3.5,1.8,0.0,0.0
forward_16S_268,1.9,0.0,0.0,0.1,0.0,0.0,1.2,0.3,0.0,3.4,2.2,0.0,0.7,1.4
forward_16S_269,1.3,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,1.6,0.0,3.7,0.0
forward_16S_270,1.6,0.4,0.0,0.3,0.0,0.0,1.0,0.0,3.6,1.0,0.0,0.0,0.9,1.0
forward_16S_271,1.1,0.3,1.1,2.2,0.0,0.0,0.7,0.0,0.4,1.0,0.0,0.0,2.1,0.0
forward_16S_272,0.9,0.0,0.0,0.5,0.0,0.0,2.3,0.0,0.0,0.8,0.0,0.0,1.3,0.7
forward_16S_273,1.0,0.0,1.0,0.1,2.4,0.7,0.0,0.0,0.5,0.0,0.0,2.9,0.0,0.0
forward_16S_274,0.8,0.0,1.3,1.3,0.0,0.0,0.0,0.0,1.0,0.0,3.7,0.6,4.6,0.6
forward_16S_275,0.6,0.0,0.0,0.0,0.0,0.0,2.6,0.0,0.3,0.0,2.3,0.0,0.6,0.0
forward_16S_276,0.1,0.0,0.3,0.4,0.0,0.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
forward_16S_277,0.4,0.0,0.2,2.3,0.0,0.0,1.7,0.0,0.7,0.0,1.7,0.0,0.8,0.0
forward_16S_278,0.3,0.0,1.2,0.0,0.4,4.2,0.0,0.2,1.0,0.0,1.7,0.0,0.6,0.0
forward_16S_279,0.5,0.9,0.0,0.0,0.0,0.0,0.2,2.3,0.0,2.4,0.0,0.0,0.0,6.4
forward_16S_280,0.0,7.9,0.0,0.8,0.0,0.0,0.2,0.0,0.0,3.6,0.0,0.0,0.0,0.7
forward_16S_281,0.0,3.1,0.2,0.0,0.0,0.0,0.1,1.5,1.6,1.6,0.0,0.0,0.0,1.3
forward_16S_282,0.0,2.2,0.5,0.5,0.0,0.0,0.5,1.3,0.8,6.1,0.0,0.0,0.0,0.5
forward_16S_283,0.0,0.0,0.7,0.3,0.9,1.6,1.4,0.0,0.0,0.0,0.8,0.0,0.0,0.0
forward_16S_284,0.0,0.0,0.9,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9,0.0,0.0
forward_16S_285,0.0,0.0,0.2,2.0,0.0,0.0,2.3,0.8,0.0,1.8,0.0,0.0,0.0,0.0
forward_16S_286,0.0,0.0,0.0,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
forward_16S_287,0.0,0.0,0.0,0.6,1.4,2.5,0.9,0.0,0.5,0.0,1.6,0.0,0.7,0.0
forward_16S_288,1.5,0.0,0.5,0.0,0.8,0.0,0.0,0.0,1.3,0.0,0.9,1.3,3.1,0.0
forward_16S_289,2.1,0.0,0.0,0.1,0.0,1.0,0.9,0.0,0.0,0.0,1.6,0.0,6.6,0.0
forward_16S_290,1.1,1.3,0.0,0.0,0.0,0.0,0.0,0.9,4.7,1.8,0.0,0.0,0.0,0.7
forward_16S_291,1.3,0.0,0.8,0.7,0.1,0.0,0.8,0.0,0.3,0.0,0.9,2.6,0.7,0.0
forward_16S_292,0.9,0.6,0.0,1.9,0.0,0.0,0.6,0.0,0.0,0.0,1.9,0.0,1.2,0.0
forward_16S_293,0.9,0.6,1.3,0.0,0.5,0.8,0.0,0.0,0.0,0.0,0.0,0.0,2.8,2.8
forward_16S_294,0.5,0.0,0.1,0.5,0.0,0.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
forward_16S_295,0.5,0.0,0.4,0.0,1.2,2.1,0.4,0.0,0.0,0.0,1.6,0.9,0.9,0.0
forward_16S_296,0.7,0.0,0.0,0.0,0.0,0.0,0.0,4.3,0.6,0.0,0.8,0.0,0.0,5.0
forward_16S_297,0.2,1.9,1.0,0.9,0.0,0.0,2.0,0.0,0.5,0.0,0.0,0.0,1.7,0.0
forward_16S_298,0.7,0.0,0.0,0.0,2.6,0.0,0.0,0.5,0.0,0.0,1.6,2.2,0.8,0.0
forward_16S_299,0.4,0.0,0.0,1.1,0.0,0.0,2.0,0.8,0.0,0.8,0.0,0.0,0.7,2.0
forward_16S_300,0.2,2.9,0.0,1.9,0.0,0.0,0.9,0.2,0.0,0.0,0.0,0.0,0.8,0.5
forward_16S_301,0.4,3.3,0.7,1.4,0.0,0.0,0.1,1.0,0.0,0.9,0.0,0.0,0.0,0.8
forward_16S_302,0.0,5.7,0.0,0.0,0.0,0.0,0.0,3.2,0.0,0.0,0.0,0.0,0.0,1.3
forward_16S_303,0.0,4.0,0.6,0.0,0.0,0.0,0.0,2.7,0.7,0.0,0.0,0.0,0.0,0.0
forward_16S_304,0.0,0.0,0.0,0.0,0.0,6.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
forward_16S_305,0.0,0.0,0.0,0.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
forward_16S_306,0.0,0.0,0.0,0.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
forward_16S_307,0.0,0.0,0.0,0.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
forward_16S_308,0.0,0.0,0.0,0.0,2.7,0.7,0.3,0.0,0.0,0.0,0.0,0.8,1.5,0.0
forward_16S_309,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.4,0.8,3.1,0.0
forward_16S_310,3.5,0.0,1.1,0.6,0.0,0.0,0.0,0.0,0.0,0.9,1.5,0.0,3.3,0.0
forward_16S_311,2.1,0.0,0.0,0.5,1.3,0.0,0.2,0.0,0.0,0.0,4.3,0.0,2.5,0.0
forward_16S_312,1.5,0.6,0.3,3.8,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,2.0
forward_16S_313,1.3,0.0,2.1,0.7,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,6.3,0.0
forward_16S_314,0.5,0.0,1.5,0.0,1.1,0.0,0.0,0.0,1.9,0.0,1.0,2.7,0.6,0.0
forward_16S_315,0.8,0.0,2.1,0.0,0.3,2.6,0.0,0.0,0.4,0.0,0.7,0.7,0.0,0.0
forward_16S_316,1.2,0.0,0.0,0.4,0.3,0.0,0.4,0.4,1.3,0.8,1.3,2.3,0.7,0.6
forward_16S_317,1.3,0.0,0.0,3.1,0.0,0.0,0.8,0.0,0.0,0.0,0.7,0.0,0.0,0.0
forward_16S_318,1.5,1.3,0.0,0.3,0.2,0.0,0.6,1.3,0.5,1.3,1.0,0.0,0.0,0.7
forward_16S_319,0.8,0.7,0.3,2.5,0.0,0.0,0.7,0.5,0.7,0.0,0.8,0.0,0.0,0.0
forward_16S_320,0.2,0.0,0.6,4.9,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.0,0.7,0.0
forward_16S_321,0.5,0.0,0.5,0.0,2.8,0.7,0.0,0.0,0.0,0.0,0.0,4.2,0.0,0.0
forward_16S_322,0.5,4.3,0.3,0.0,0.0,1.6,0.0,0.8,0.0,1.0,0.6,0.0,2.2,0.0
forward_16S_323,0.5,1.9,0.0,0.0,0.0,0.0,0.3,0.5,2.3,2.4,0.9,0.0,0.0,1.9
forward_16S_324,0.7,2.2,0.3,0.1,0.0,0.0,0.7,1.2,1.6,2.8,0.0,0.0,0.0,1.1
forward_16S_325,0.2,0.0,0.5,0.0,1.6,2.6,0.3,0.0,0.0,0.0,0.0,0.7,0.0,0.6
forward_16S_326,0.4,0.0,0.0,0.2,0.0,0.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
forward_16S_327,0.0,1.3,0.0,0.2,0.0,0.0,0.0,3.0,3.2,1.9,0.0,0.0,0.0,0.8
forward_16S_328,0.0,0.0,1.7,0.0,0.0,0.0,1.7,0.0,1.5,0.9,0.0,0.0,0.0,0.0
forward_16S_329,0.0,0.0,0.0,0.0,4.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
forward_16S_330,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.3
forward_16S_331,5.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,2.1,0.0,0.0,0.0
forward_16S_332,2.8,0.0,0.4,0.0,0.0,0.0,0.6,0.0,0.0,0.0,3.5,0.0,1.0,0.0
forward_16S_333,2.1,0.0,0.4,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.7,0.0
forward_16S_334,1.1,0.0,0.0,0.0,1.7,1.1,0.0,0.0,0.0,0.0,0.9,3.2,0.7,0.0
forward_16S_335,0.8,0.0,0.0,2.5,0.7,0.0,0.7,0.0,0.0,0.0,0.0,0.9,0.0,0.7
forward_16S_336,1.0,0.0,0.5,1.2,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.7,0.7,0.0
forward_16S_337,0.9,1.1,0.1,1.6,0.0,0.0,0.3,0.7,1.4,0.8,0.0,0.0,0.0,0.6
forward_16S_338,0.6,0.6,1.2,0.7,0.0,0.0,0.8,0.0,0.3,0.0,1.7,0.0,1.3,0.0
forward_16S_339,0.8,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,3.8,0.0
forward_16S_340,0.3,0.0,0.6,2.8,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
forward_16S_341,0.2,0.0,0.2,0.7,0.0,0.0,2.0,0.2,0.0,0.0,0.7,0.0,0.0,0.0
forward_16S_342,0.4,1.8,0.3,0.6,0.0,0.0,1.0,0.0,1.4,0.9,0.0,0.0,0.0,0.6
forward_16S_343,0.3,0.0,1.0,1.7,0.0,0.0,1.3,0.0,0.0,0.8,1.8,0.0,0.0,0.0
forward_16S_344,0.4,0.9,2.2,0.3,0.0,0.0,0.1,0.0,1.2,7.1,0.0,0.0,0.0,0.0
forward_16S_345,0.0,5.4,0.0,0.5,0.0,0.0,0.1,0.9,1.9,0.9,0.0,0.0,0.0,0.0
forward_16S_346,0.0,0.8,2.5,0.7,0.0,0.0,0.0,0.0,1.6,3.4,1.5,0.0,0.0,0.0
forward_16S_347,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,2.9,0.0,0.0
forward_16S_348,0.0,0.0,0.0,0.0,1.1,0.2,0.0,0.0,0.8,4.2,0.7,1.6,0.0,2.9
forward_16S_349,0.0,0.0,0.0,0.0,0.0,0.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
forward_16S_350,0.6,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.6,0.0,0.0,0.0,0.0,7.2
forward_16S_351,0.7,0.0,2.4,0.2,0.0,0.0,0.1,0.0,0.9,0.8,2.5,0.0,0.7,0.8
forward_16S_352,0.6,0.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
forward_16S_353,0.6,0.0,0.8,2.1,0.3,0.0,0.5,0.0,0.4,0.9,0.9,0.0,0.0,0.9
forward_16S_354,1.3,0.0,0.0,0.7,0.0,0.0,1.0,0.0,0.0,0.0,1.6,0.0,3.6,0.0
forward_16S_355,0.5,0.0,0.6,0.4,1.3,1.6,0.0,0.4,0.0,0.0,0.0,1.4,0.0,0.0
forward_16S_356,0.6,0.0,0.5,0.0,1.7,1.2,0.5,0.0,0.0,1.0,0.6,0.0,0.0,0.0
forward_16S_357,0.6,0.6,0.2,0.8,0.0,0.0,1.4,0.0,0.0,1.0,1.3,0.0,1.9,0.8
forward_16S_358,0.2,0.0,0.0,0.6,0.0,0.0,1.3,0.0,0.0,1.0,0.6,0.0,0.6,0.0
forward_16S_359,0.0,0.0,0.0,0.5,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.5,0.0
forward_16S_360,0.2,1.3,0.3,4.1,0.0,0.0,0.4,0.0,0.7,0.9,0.7,0.0,0.0,0.0
forward_16S_361,0.0,0.2,0.0,0.5,0.0,0.0,3.3,0.0,0.0,0.8,0.0,0.0,0.0,0.0
forward_16S_362,0.0,0.0,0.4,0.0,0.0,0.0,0.1,4.4,0.9,0.0,0.0,0.0,0.0,0.5
forward_16S_363,0.0,0.0,0.3,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.7,1.4,0.0
forward_16S_364,0.0,0.0,0.3,0.4,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
forward_16S_365,0.0,0.0,0.0,0.8,0.3,0.0,0.0,3.5,0.0,0.9,0.0,0.0,0.0,2.3
forward_16S_366,0.0,0.0,0.0,0.0,2.0,2.2,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0
forward_16S_367,0.0,0.0,0.0,0.0,1.4,3.1,0.0,0.0,0.0,0.0,0.0,1.7,0.0,0.0
forward_16S_368,0.0,0.0,0.0,0.0,1.5,3.1,0.0,0.0,0.0,0.0,0.0,2.3,0.0,0.0
forward_16S_369,0.0,0.0,0.0,0.0,0.0,7.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
forward_16S_370,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.4,2.9,0.0,0.0,0.0,0.6,0.0
forward_16S_371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4,0.0,0.0,0.0,0.0,0.0,1.4
forward_16S_372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.3,0.0,0.0,0.0,0.0
forward_16S_373,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,2.7,0.5,0.0,0.0
forward_16S_374,2.9,0.0,0.2,1.6,0.0,0.0,0.0,0.0,0.7,0.0,0.7,0.0,0.8,0.0
forward_16S_375,2.1,0.7,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,3.8,0.7
forward_16S_376,1.0,0.0,0.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.3,0.0,3.1,0.0
forward_16S_377,1.2,0.0,1.0,1.4,0.0,0.0,0.7,0.5,0.6,0.0,0.0,0.0,0.6,0.4
forward_16S_378,0.6,0.0,0.0,0.0,0.0,0.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
forward_16S_379,0.3,0.0,1.3,2.2,0.0,0.0,0.7,0.0,0.6,0.0,1.6,0.0,0.0,0.0
forward_16S_380,0.4,1.8,0.9,0.6,0.0,0.0,0.7,1.8,0.0,1.0,0.0,0.0,0.0,1.7
forward_16S_381,0.0,0.9,0.4,0.4,0.0,0.0,1.3,0.6,0.0,0.0,0.0,0.0,0.0,1.5
forward_16S_382,0.0,0.5,0.0,0.0,0.0,0.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
forward_16S_383,0.0,0.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
forward_16S_384,0.0,0.0,0.0,0.8,0.0,0.0,2.5,0.0,0.0,0.0,0.8,0.0,0.4,0.0
forward_16S_385,0.0,0.0,0.0,0.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
forward_16S_386,0.0,0.0,0.0,0.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
forward_16S_387,2.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,4.2,3.6,0.0,1.5,0.0
forward_16S_388,1.3,0.0,0.5,2.0,0.0,0.3,0.0,0.3,0.0,0.0,2.4,0.0,0.0,0.0
forward_16S_389,1.2,0.0,0.0,0.0,1.9,0.4,0.1,0.0,0.0,0.0,0.0,0.6,0.0,0.0
forward_16S_390,1.4,0.0,1.5,1.1,0.0,0.0,0.0,0.0,2.2,0.0,0.0,0.7,0.5,0.0
forward_16S_391,0.8,0.0,0.0,0.0,0.0,0.0,0.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0
forward_16S_392,0.9,0.0,1.4,2.2,0.5,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.5,0.0
forward_16S_393,0.6,0.0,0.0,0.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0
forward_16S_394,0.8,0.0,0.6,1.2,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,4.1,0.0
forward_16S_395,0.5,0.0,0.1,0.3,0.0,0.0,0.9,0.0,0.8,0.0,0.8,0.8,0.0,0.0
forward_16S_396,0.2,0.0,0.5,1.2,0.4,0.0,1.2,0.0,0.0,0.0,0.6,0.0,0.8,0.0
forward_16S_397,0.2,0.0,0.0,0.0,0.0,0.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
forward_16S_398,0.2,3.1,0.2,0.0,0.0,0.0,0.0,1.2,0.5,0.0,0.0,0.0,0.0,1.1
forward_16S_399,0.1,0.4,0.4,0.3,0.0,0.0,1.0,0.4,0.4,0.8,0.0,0.0,0.0,1.0
forward_16S_400,0.2,0.0,0.5,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.6,1.8,0.0,0.9
forward_16S_401,0.3,0.0,0.0,0.4,0.0,0.0,1.6,0.0,0.0,0.0,0.6,0.0,0.0,0.0
forward_16S_402,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1.1,7.2,0.0,0.0,0.0,0.0,0.0
forward_16S_403,0.0,5.4,0.2,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
forward_16S_404,0.0,3.3,0.0,0.0,0.0,0.0,0.0,3.7,0.0,0.0,0.0,0.0,0.0,0.6
forward_16S_405,0.0,2.0,0.7,0.9,0.0,0.0,0.6,1.1,1.9,0.0,0.0,0.0,0.0,0.0
forward_16S_406,0.0,0.9,0.0,0.0,0.0,0.0,0.0,3.8,2.2,0.0,0.0,0.0,0.0,1.1
forward_16S_407,0.0,0.0,1.6,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0
forward_16S_408,0.0,0.0,0.2,0.0,2.3,0.4,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0
forward_16S_409,0.0,0.0,0.2,1.7,0.0,0.0,0.9,0.0,0.5,0.0,1.9,0.0,0.6,0.0
forward_16S_410,0.0,0.0,0.2,0.4,0.0,0.0,2.5,0.0,0.0,0.9,0.0,0.0,0.8,0.0
forward_16S_411,0.0,0.0,0.0,0.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0
forward_16S_412,0.0,0.0,0.0,0.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,2.3,0.0,0.0
forward_16S_413,0.0,0.0,0.0,0.0,2.7,0.6,0.0,0.0,0.0,0.0,0.0,3.1,0.0,0.0
forward_16S_414,0.0,0.0,0.0,0.0,1.4,2.9,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.4
forward_16S_415,0.0,0.0,0.0,0.0,0.3,0.7,0.0,3.0,0.6,0.9,0.0,0.0,0.0,0.7
