phylum	class	order	family	genus	species	S18.K0010A2	S18.K0011C1	S18.K0011C2	S18.K0033C1	S18.K0033C2	S18.K0145B1	S18.K0147C2	S18.K0148A1	S18.K0154C1	S18.K0154C2	S18.K0191C1	S18.K0192B2	S18.K0192C1	S18.K0195C1
Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	Legionella anisa	0.2	0	0.5	0	0	0.4	0	0	0	0	0	0	0.4	0
Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium oncorhynchi	0	0	0	0	0.7	0.2	0	1.2	0	0.9	0	0	0	0
Chloroflexi	Chloroflexia	Chloroflexales	Oscillochloridaceae	Oscillochloris	Oscillochloris sp. A19	0	0	0	0.3	0	0	0	0	0	0	0	0	0	0
Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Belnapia	Belnapia sp. L1D50A	0	0	0	0	0	0.2	0	0	0	0	0.8	0	0.7	2.2
Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium sp. URHA0026	0	0	0	0	0	0	0	0	0	0	0	0.8	0	0
Chloroflexi	Thermomicrobia	Sphaerobacterales	Sphaerobacteraceae	unclassified	unclassified	0.4	1	3.7	1.6	0.5	0.2	14.1	0.5	0.7	3.4	1.8	0	0.8	0
Spirochaetes	Spirochaetia	unclassified	unclassified	unclassified	unclassified	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0
Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium	Sphingobium sp. enrichment culture clone 36	0	3.1	0	0	0	0	0	0	0	0	0	0	0	0
Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus sp. SU8	0	0	0	0	0	0	0.3	0	0	0	0	0	0	0
Elusimicrobia	Endomicrobia	Endomicrobiales	Endomicrobiaceae	Endomicrobium	Candidatus Endomicrobium trichonymphae	0	0	0	0	0.4	0	0	0	0	0	0	0.7	0	0
Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Micrococcus	unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7
Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Arthrobacter	Arthrobacter sp. SMCC B0612	0	0	0.1	0	0	0	0	0.1	0	0	0	0	0	0
Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	unclassified	unclassified	2	8.8	2.1	15.9	3.5	4.9	5.2	2	0.7	15.9	2.7	4	0	2.2
Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Cohnella	Cohnella sp. YN-71	0	0	0	0	0	0	0.6	0	0	0	0	0	0	0
Firmicutes	Bacilli	Bacillales	Bacillaceae	Pelagirhabdus	Pelagirhabdus alkalitolerans	0	0	0.7	0	0	0	0	0	0	0	0	0	0	0
Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Curtobacterium	Curtobacterium herbarum	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0
Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium sp. 20 GUW	0	0.5	0	0	0.2	0.4	0	0	0	0	0	0	0	0
Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas reactans	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0
Verrucomicrobia	unclassified	unclassified	unclassified	unclassified	unclassified	1.1	0.4	0.3	0.3	12.9	7.2	1.8	0	0.8	0	0.6	15.5	0.9	0.8
Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Lysobacter	Lysobacter sp. EECC-597	0	0	0	0	0.8	0.9	0	0	0	0	0	0	0	0
Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Herbaspirillum	Herbaspirillum sp. 3R-8	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Asticcacaulis	Asticcacaulis sp. JH4	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9
Firmicutes	Bacilli	Bacillales	Bacillaceae	Virgibacillus	Virgibacillus salarius	0	0.5	0	0	0	0	0.3	0	0	0	0	0	0	0
Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	unclassified	unclassified	0	0	0	0	0	0	0	0	0.6	0	0	0	0	0
Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus vulneris	0	0	0	0	0	0	1	1.2	0	0	0	0	0	0
Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Arthrobacter	Arthrobacter crystallopoietes	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	Terrimonas	Terrimonas lutea	0	0	0	0	1.4	0	0	0	0	0	1.6	1.5	0	0
Bacteroidetes	Bacteroidia	Bacteroidales	Dysgonamonadaceae	Dysgonomonas	Dysgonomonas sp. DT183	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0
Actinobacteria	Actinobacteria	Geodermatophilales	Geodermatophilaceae	Modestobacter	Modestobacter multiseptatus	0	0.4	0	0.5	0	0	0	0	0	0	0	0	0	0.9
Proteobacteria	Alphaproteobacteria	Rhizobiales	Chelatococcaceae	Camelimonas	Camelimonas abortus	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0
Firmicutes	Clostridia	Clostridiales	Heliobacteriaceae	unclassified	unclassified	0	0	0.4	0	0	0	0	0	0	0	0	0	0	0
Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Caloramator	Caloramator fervidus	0	0	0	0	0	0	0	0	0	0	0	0.8	0	0
Proteobacteria	Deltaproteobacteria	Myxococcales	Myxococcaceae	Corallococcus	Corallococcus sp.	0	0	0.3	0.5	0	0	0	0	0.3	0	0	0	0	0
Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	Legionella hackeliae	0	0.3	0	0.7	0	0	3.5	0	0	0	0	0.8	0	0.4
Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Duganella	Duganella sp. A24MTE1	0	0	0	0	0	0	0	0.4	0	0	0	0	0	0
Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Arthrobacter	Arthrobacter sp. S12	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0
Actinobacteria	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	Solirubrobacter pauli	1	0	0	0.8	1.4	1.4	0.8	0.9	0	1	2.3	1.3	0.5	0
Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Azospirillum	Azospirillum oryzae	0	0	0.4	0	0	0	0	0	0	0	0	0	0	0
Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Azospirillum	Azospirillum sp. enrichment culture clone yan50	0	0	0.2	0	0.3	0.7	0	0	0.7	0	0	0	1.7	0.8
Proteobacteria	Betaproteobacteria	Nitrosomonadales	Thiobacillaceae	Annwoodia	Annwoodia aquaesulis	0	0	0	0	0	0	0.3	0	0	0	0	0	0	0
Actinobacteria	Actinobacteria	Micrococcales	Sanguibacteraceae	Sanguibacter	Sanguibacter sp. M1-13Y	0	0	0	0	0	0	0	0.4	0	0	0	0	0	1.4
Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus sp. AMC2	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0
Firmicutes	Bacilli	Bacillales	Bacillaceae	Geobacillus	unclassified	0	0	0	0.5	0	0	0	0	0.5	0	0	0	0	0
Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonas	Alteromonas sp. Gp-3-7.1	0.1	0	0	0	3.2	0.1	1.1	0	0	0	0	1.5	0.5	0
Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Massilia timonae	5.5	5.4	0	2.7	0	0	0.2	11	3.5	8.6	1.5	0.8	0	4.3
Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	Segetibacter	unclassified	1.3	28.4	3.8	9.5	0	0.4	5.7	1.8	6.2	30	1.3	0	1.4	8
Verrucomicrobia	Opitutae	Opitutales	Opitutaceae	unclassified	unclassified	0.2	0	0.1	0.3	0.1	4.3	0	0	1.2	1.8	0	2.5	1.3	0.6
Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	Rhizobium sp. RI26	0	0	0	0.6	0	0	0	0	0	0	0	0	0	0
Proteobacteria	Gammaproteobacteria	Thiotrichales	Francisellaceae	Francisella	Francisella sp. PA051188	0	0	0	0	0	0	0	0	0	0	0	0.6	0	0
Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Roseomonas	Roseomonas wooponensis	0	0.5	0	0	0	0	0.1	0	0	0	0	0	0	0
Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	unclassified	unclassified	unclassified	0	0	0.2	0	1.8	0.5	0	0	0	0	0	2.1	0.6	0
Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	Chondromyces	Chondromyces lanuginosus	0	0	0	0	0	0.3	0	0	0	0	0	0	0	0
Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	Gemmatimonas sp. URHD0086	15.6	6.3	26.9	12.9	7.6	3.1	10.8	0.8	5.4	10.1	32.3	15.1	14.4	5.5
Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas daechungensis	2.1	0	1.2	0.8	6.4	0.8	0	0	1.5	0	3.2	7.3	0	0.5
Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingosinicella	unclassified	0.3	0	0	0.6	0	0.2	0.2	0	0	0	0	0	0	0
Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	unclassified	0.2	0	1.6	0.4	0.8	0.4	0.3	0	0.4	0	0.9	0	0	0
Proteobacteria	Gammaproteobacteria	Nevskiales	Sinobacteraceae	Panacagrimonas	Panacagrimonas perspica	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0
Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Nguyenibacter	Nguyenibacter sp. VTH-Ai32	0	0	0	0	0	0.4	0.1	0	0	0	0	0	0	0
Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas sanguinis	0	0	0	0	0	0	0	0.2	0	0	0	0	0	1
Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp. AMJ7	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0
Bacillariophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Pseudo-nitzschia	Pseudo-nitzschia sp. RCC2008	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0
Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Luteolibacter	unclassified	0	0	0	0	0.3	0	0	0	0	0	0	0	0	0
Proteobacteria	Gammaproteobacteria	Immundisolibacterales	Immundisolibacteraceae	Immundisolibacter	Immundisolibacter cernigliae	0	0	0	0	0.4	0	0	0	0	0	0	0	0	0
Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter junii	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0
Actinobacteria	Actinobacteria	Micrococcales	Intrasporangiaceae	Janibacter	unclassified	0	0	0	0	0	0	0	0	0	0	0	0.8	0	0
Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	Chitinophaga	Chitinophaga sp. R8-340	0	1.4	0	0	0	0	0	0	0	0	1	0	0	0
Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	Hydrotalea	unclassified	0	0	0	0.3	0	0	0	0	0	0	0	0	0	0
Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	unclassified	unclassified	0	0	0	0.4	0	0	0.4	0	0	0	0	0	0	0
Actinobacteria	Actinobacteria	Geodermatophilales	Geodermatophilaceae	Blastococcus	unclassified	4.3	8	5.2	11.7	0.1	0.2	5.9	1.1	3.1	9	2.6	1.6	0.6	4.9
Actinobacteria	Actinobacteria	Corynebacteriales	Williamsiaceae	Williamsia	Williamsia sp. GICR15p	0	0	0	0	0.3	0	0	0	0	0	0	0	0	0
Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Amycolatopsis	Amycolatopsis plumensis	0	0	0	0.3	0	0	0	0	0	0	0	0	0	0
Firmicutes	Bacilli	Bacillales	Bacillaceae	unclassified	unclassified	1.9	0.7	2.2	2.3	1.6	0.5	2.3	3.5	5.1	0	4	0.8	0.7	4.6
Candidatus Melainabacteria	unclassified	unclassified	unclassified	unclassified	unclassified	0.6	0.4	0.4	0	0.1	0	0.6	0	0	1	0	0	0	1.4
Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Phenylobacterium	unclassified	6.4	12.8	5.1	6.7	4.4	11.2	2.5	1	3.1	4	5.1	3.8	4.1	6.6
Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Noviherbaspirillum	Noviherbaspirillum suwonense	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0
Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus polymyxa	0	0	0.2	0.4	0	0	0.3	0	0	0	0	0	0	0
Actinobacteria	Acidimicrobiia	Acidimicrobiales	Iamiaceae	unclassified	unclassified	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0
Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Desulfotomaculum	Desulfotomaculum sp. enrichment culture	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0
Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Chryseobacterium	Chryseobacterium taeanense	0.1	0	0	0	0	0	0	0	0	0.9	0	0	0	0
Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Collimonas	Collimonas sp. F11	0	0.3	0	0	0	0	0	0	0	0	0.9	0	0	0
Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	Rhizobium sp. Y21	0	0	0	0	0	0.3	0	0	0	0	0	0	0	0
Bacteroidetes	Bacteroidia	Marinilabiliales	unclassified	unclassified	unclassified	0	0	0	0	0	0.2	0	0	0.5	0	0	0	0	0
Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Verrucomicrobium	Verrucomicrobium spinosum	0.3	0	0	0	2.8	1.5	0	0	0	0	0	1.7	0	0
Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Pirellula	Pirellula sp.	0	0	0	0	1.6	2	0	0	0	0	0	0.6	0	0
Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Desulfobotulus	Desulfobotulus sapovorans	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0
Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter	Pedobacter sp. DAB_ATA10	0	0	0.2	0	0	0	0	0	0	0	0.8	0	0	0
Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	unclassified	unclassified	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0
Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Ralstonia	unclassified	1.9	2.7	1.9	0.7	0	0.2	0.6	2	1.8	2.7	1.1	0	0	1.3
Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces morookaense	0	0	0	0	0	0	0	0	0	0	0	0.8	0	0
Actinobacteria	Actinobacteria	Frankiales	Frankiaceae	Jatrophihabitans	unclassified	0	0	0.2	0.6	0	0	0	0	0	0	0	0	0	0
Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Gimesia	Gimesia maris	0.4	0	0	0	2.4	2.2	0	0	0	0	0.9	0.8	0.8	0
Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	Chondromyces	Chondromyces robustus	0	0	0.2	0	0	0	0	0	0	0	0	0	0	0
Proteobacteria	Alphaproteobacteria	Caulobacterales	unclassified	unclassified	unclassified	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0
Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium sp. Gec1-52-ana4-2	0	0	0	0	0.4	0	0	0	0	0	0	0	0	0
Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Azospirillum	Azospirillum sp. enrichment culture clone Van11	0.5	0	0	0	0	0	0	0	0	0.9	0.5	0	0	0
Actinobacteria	Acidimicrobiia	unclassified	unclassified	unclassified	unclassified	1.4	0.9	0.6	0.3	9.1	1.9	0.7	0.2	0	0	1.3	0.7	0.9	0
Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas sp. UMAB-33	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0
Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	unclassified	42.9	64	0.5	2.6	14.9	20.4	0.1	159.5	57.1	8.3	16.8	6.6	7	331.3
Actinobacteria	Actinobacteria	Micrococcales	Promicromonosporaceae	Promicromonospora	Promicromonospora sp. YIM 100715	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0
Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	Desulfovibrio gabonensis	0	0	0	0	0.3	0	0	0	0	0	0	0	0	0
Firmicutes	Bacilli	Bacillales	Thermoactinomycetaceae	unclassified	unclassified	1.2	0	0.3	3	0.6	0.7	1.1	0	1.2	0	1.4	0	0.2	0
Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	unclassified	unclassified	11.4	22	30.6	11.4	0.5	2.7	11.6	1.4	13.6	26.8	17.7	1.9	12.6	26.6
Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Caulobacter	Caulobacter sp. WD12B	0	0	0	0	0	0	0	0	0	1.7	0	0	0	0
Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	Mesorhizobium	Mesorhizobium sp. FF16	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0
Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium	Methylobacterium sp. Pao14	0	0	0.4	0	0	0	0	0	0	0	0	0	0	0
Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methyloparacoccus	Methyloparacoccus murrellii	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Curtobacterium	Curtobacterium flaccumfaciens	0	0	0.9	0.6	0	0.3	0	0	0.6	0	0	0	0	0.5
Bacteroidetes	Cytophagia	Cytophagales	Hymenobacteraceae	Hymenobacter	Hymenobacter sp. L2A13	0	0.4	0	0	0	0	0	0	0	1	0	0	0	0
Bacteroidetes	Bacteroidia	Marinilabiliales	Prolixibacteraceae	Sunxiuqinia	Sunxiuqinia sp. JNU-SGY008	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0
Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Dyadobacter	unclassified	0.8	0.4	0	2.3	0.4	0	0	0.1	1.1	0.9	1.7	0	0	0.4
Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	unclassified	0.7	2.7	1.5	1	2.5	69.1	0	0.1	0.5	0	2.6	2.3	3.5	1.8
Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Saccharopolyspora	Saccharopolyspora cebuensis	0.4	0	0	0	0	0.4	0	0	0	0	0	0	0.6	0
Firmicutes	Clostridia	Clostridiales	Symbiobacteriaceae	Symbiobacterium	Symbiobacterium ostreiconchae	0	0	0	0	0	0	0.3	0	0	0	0	0	0	0
Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Erwinia	Erwinia sp. LPPA 508	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0
Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Natronohydrobacter	Natronohydrobacter thiooxidans	0	0	0	0	0	1.8	0	0	0	0	0	0	0	0
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Anaeromassilibacillus	Anaeromassilibacillus sp. Marseille-P3371	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0
Firmicutes	Bacilli	Bacillales	Bacillaceae	Virgibacillus	Virgibacillus zhanjiangensis	0	0.6	0	0	0	0	0.4	0	0	0	0	0	0	0
Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio tapetis	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0
Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	unclassified	unclassified	1	0	0	0	0	0	0.1	0	0	0	0.7	1.6	0	0
Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	unclassified	unclassified	0	0	0	0	0	0	0	0	0	0	0	4	0	0
Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingopyxis	Sphingopyxis terrae	0	0	0.1	0.3	0	0	0.1	0	0	0	0	0	0	0.8
Streptophyta	Liliopsida	Poales	Poaceae	Triticum	Triticum aestivum	0	0	0	0	0	0	0	0	0	0	0	0	0.6	0
Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	unclassified	unclassified	15.1	18.6	9.5	42.4	12.2	16.8	18.2	1.9	10.6	15.6	21	27.3	9.9	9.5
Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces capoamus	0	0.3	0	0	0	0	0	0	0	0	0	0	0	0
Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus sp.	0	0	0	0	0.1	0.4	0	0.9	0	0	0	0	0	0
Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Pelotomaculum	Pelotomaculum thermopropionicum	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0
Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas	Halomonas caseinilytica	0	0.3	0	0	0	0	0	0	0	0	0	0	0	0
Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus larvae	0	0	0	0	0	0.5	0	0.3	0	0	0	0	0	0
Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Curtobacterium	Curtobacterium sp.	0	0	0	0	0	0	0	0.2	0.7	0	0	0	0	0.4
Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Cryptococcus	unclassified	0	0	0	0	0	0	0	0	2.9	0	0	0	0	0
Planctomycetes	Planctomycetia	Candidatus Brocadiales	Candidatus Brocadiaceae	Candidatus Brocadia	Candidatus Brocadia fulgida	0	0	0	0	2.4	0.7	0	0	0	0	0.8	0	0.8	0
Proteobacteria	Betaproteobacteria	Rhodocyclales	Azonexaceae	unclassified	unclassified	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0
Proteobacteria	Oligoflexia	Oligoflexales	Pseudobacteriovoracaceae	Pseudobacteriovorax	Pseudobacteriovorax antillogorgiicola	0	0	0	0	0.2	0	0	0	0.6	0	0	0	0	0
Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Variovorax	Variovorax sp. AK_AAN2	0	0	0	0	0	0.3	0.3	0	0	0	0	0	0	0
Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Dongia	Dongia sp. URHE0060	0	0	0.5	0	3.6	15.4	0	0	0	0	0	1.2	0.6	0
Chloroflexi	Caldilineae	Caldilineales	Caldilineaceae	unclassified	unclassified	2.9	0	1.6	2.9	0.7	2.3	0	0.2	1	0.8	3.3	0.9	2.9	0.7
Proteobacteria	unclassified	unclassified	unclassified	unclassified	unclassified	5.4	7.2	2.7	5.1	37.7	66.3	7.8	7.6	3.3	10	13.5	40.4	7.1	9.4
Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	unclassified	unclassified	20.5	16.6	19	7.1	4.8	30.4	10.5	0.6	11.6	12.3	18.6	15	70	32.1
Actinobacteria	Actinobacteria	Micrococcales	Brevibacteriaceae	Brevibacterium	Brevibacterium sp. I12A-00341	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0
Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acidiphilium	unclassified	0	0.8	0	0	0	0	0	0	0	0.9	0	0	0	0
Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium sp. L2189	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0
Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Amycolatopsis	Amycolatopsis mediterranei	0.4	0	0	0	0	0	0	0	0.9	0	0.9	0	0	0
Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylocystaceae	Pleomorphomonas	unclassified	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0
Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium sp. L1991	0	0	0.4	0	0	0	0	0	0	0	0	0	0	0
Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	Sorangium	Sorangium cellulosum	1	0	0.3	0.2	0.7	0.5	0	0	0	0	0	0	0	0.4
Actinobacteria	Rubrobacteria	Rubrobacterales	Rubrobacteraceae	Rubrobacter	Rubrobacter xylanophilus	0	0	0	0.3	0	0	0	0	0	0	0	0	0.5	0
Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	Gemmatimonas phototrophica	7.8	1.1	3.6	4.1	1.2	3.2	2.5	0	0	3.6	15.2	6.3	2.5	1
Proteobacteria	Gammaproteobacteria	Thiotrichales	Thiotrichaceae	Beggiatoa	Beggiatoa sp. CSO1	0	0	0	0	0.4	0	0	0	0	0	0	0	0	0
Firmicutes	Bacilli	Bacillales	Thermoactinomycetaceae	Lihuaxuella	Lihuaxuella thermophila	0	0	0	0	0	0	0	0	0	0	0	0	0.8	0
Bacteroidetes	Cytophagia	Cytophagales	Hymenobacteraceae	Adhaeribacter	Adhaeribacter sp. TSX13-1	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0
Actinobacteria	Actinobacteria	Geodermatophilales	Geodermatophilaceae	Blastococcus	Blastococcus sp. I12A-02924	0.7	0	0.3	0.1	0.1	0	0.3	0	0	0.8	0	0.7	0	0.8
Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Leucobacter	Leucobacter sp. A12C7	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0
Firmicutes	Bacilli	Bacillales	Bacillaceae	Virgibacillus	Virgibacillus sp. B346(B) Ydz-jj	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6
Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Herbiconiux	Herbiconiux sp. B1	0	0	0	0	0.6	0	0	0	0	0	0	0	0	0
Actinobacteria	Actinobacteria	Micrococcales	Intrasporangiaceae	Terracoccus	Terracoccus sp.	0	0.3	0	0	0	0	0	0.2	0	0	0	0.9	0	0
Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium sp. bk_38	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0
